
         3      2422         0         1
      1277 1.201858733001310+1 3.934764195010934+0 0.000000000000000+0
      1278 1.101027708010971+1 4.076762778745908+0 0.000000000000000+0
      1279 9.989475455125881+0 4.004436126348392+0 0.000000000000000+0
      1280 8.979348965762785+0 4.019757292828668+0 0.000000000000000+0
      1281 7.972760473095232+0 4.049670793608632+0 0.000000000000000+0
      1282 6.962594855610570+0 4.038465010113624+0 0.000000000000000+0
      1283 5.954858680313970+0 4.010789900630333+0 0.000000000000000+0
      1284 4.956132446259748+0 4.000356687046375+0 0.000000000000000+0
      1285 3.963717413972007+0 4.002386310548278+0 0.000000000000000+0
      1286 1.815565807497818+1 4.975640888550386+0 0.000000000000000+0
      1287 1.733834888948207+1 5.477105876413346+0 0.000000000000000+0
      1288 1.645187485747326+1 5.900450158116920+0 0.000000000000000+0
      1289 1.551920803496456+1 6.291123964595370+0 0.000000000000000+0
      1290 1.457106167084144+1 6.722819011126236+0 0.000000000000000+0
      1291 3.497075525982899+0 2.018766845594690+1 0.000000000000000+0
      1292 3.782375037827313+0 1.947372966682085+1 0.000000000000000+0
      1293 4.145901862327242+0 1.862692802455686+1 0.000000000000000+0
      1294 4.690507273678748+0 1.789326601731402+1 0.000000000000000+0
      1295 5.074829898556716+0 1.700673446209926+1 0.000000000000000+0
      1296 5.460787868237512+0 1.607500725364348+1 0.000000000000000+0
      1297 6.051115558032472+0 1.521783401450603+1 0.000000000000000+0
      1298 6.575964976957040+0 1.430641868730643+1 0.000000000000000+0
      1299 7.078992087975422+0 1.334784204321473+1 0.000000000000000+0
      1300 7.636442968013032+0 1.236696700688699+1 0.000000000000000+0
      1301 8.201781533160004+0 1.125866028540611+1 0.000000000000000+0
      1302 9.243559540916317+0 1.050512285720689+1 0.000000000000000+0
      1303 1.019038477525568+1 9.804578884025201+0 0.000000000000000+0
      1304 1.108983621292898+1 9.130878605996566+0 0.000000000000000+0
      1305 1.196234966084569+1 8.474009084867598+0 0.000000000000000+0
      1306 1.281491064910207+1 7.883943818821214+0 0.000000000000000+0
      1307 1.368411537381767+1 7.301656101480788+0 0.000000000000000+0
      1308 2.598451387719790+1 4.007399221115194+0 0.000000000000000+0
      1309 2.598201355588011+1 5.009609790996402+0 0.000000000000000+0
      1310 2.597504577309261+1 6.012712690539540+0 0.000000000000000+0
      1311 2.598115545534856+1 7.018262416479962+0 0.000000000000000+0
      1312 2.600787949571155+1 8.023293294891348+0 0.000000000000000+0
      1313 2.604873796569251+1 9.017667205730914+0 0.000000000000000+0
      1314 2.605362243304009+1 1.000965762263765+1 0.000000000000000+0
      1315 2.602286877912382+1 1.098469616646970+1 0.000000000000000+0
      1316 2.600303211346208+1 1.197248160800626+1 0.000000000000000+0
      1317 2.596606341401248+1 1.298103588628282+1 0.000000000000000+0
      1318 2.590372648113191+1 1.400672635829843+1 0.000000000000000+0
      1319 2.596057047337691+1 1.502298378339705+1 0.000000000000000+0
      1320 2.597998875658245+1 1.603214141730828+1 0.000000000000000+0
      1321 2.588823031710245+1 1.702963283921589+1 0.000000000000000+0
      1322 2.580082053315412+1 1.805597558787640+1 0.000000000000000+0
      1323 2.571925004214428+1 1.909870847124435+1 0.000000000000000+0
      1324 2.581828021268178+1 2.014498511107512+1 0.000000000000000+0
      1325 2.592300216003700+1 2.115250637892133+1 0.000000000000000+0
      1326 2.601012477390885+1 2.212639828658450+1 0.000000000000000+0
      1327 2.609806194884523+1 2.306904608494967+1 0.000000000000000+0
      1328 2.611147109276300+1 2.401012839135874+1 0.000000000000000+0
      1329 2.601445060592280+1 2.494292701102250+1 0.000000000000000+0
      1330 2.592674103509331+1 2.593244537902595+1 0.000000000000000+0
      1331 2.822882326566178+0 2.207586594196633+1 0.000000000000000+0
      1332 2.861852461924336+0 2.105789631636495+1 0.000000000000000+0
      1333 2.773621201782488+0 2.009670510924007+1 0.000000000000000+0
      1334 2.942883897633813+0 1.912846595936062+1 0.000000000000000+0
      1335 3.239780975616035+0 1.805043879314379+1 0.000000000000000+0
      1336 3.175908648006582+0 1.691559211849726+1 0.000000000000000+0
      1337 3.228027746123410+0 1.582555451342975+1 0.000000000000000+0
      1338 3.078023000986388+0 1.479625425792935+1 0.000000000000000+0
      1339 3.023601586874213+0 1.380686693957435+1 0.000000000000000+0
      1340 3.023685602928934+0 1.282523482019661+1 0.000000000000000+0
      1341 2.967585516393475+0 1.186493876801349+1 0.000000000000000+0
      1342 3.010675314689748+0 1.090550594619367+1 0.000000000000000+0
      1343 3.051791086119130+0 9.938953529968135+0 0.000000000000000+0
      1344 3.006864536560369+0 8.957688404910702+0 0.000000000000000+0
      1345 2.966745789357827+0 7.970188247244046+0 0.000000000000000+0
      1346 2.950243901787572+0 6.978085236243608+0 0.000000000000000+0
      1347 2.954743197405344+0 5.987359447489634+0 0.000000000000000+0
      1348 2.976340901696204+0 4.997234965506678+0 0.000000000000000+0
      1349 2.978434533065759+0 3.996207005343380+0 0.000000000000000+0
      1350 2.599297925434532+1 2.999990795247936+0 0.000000000000000+0
      1351 2.498400928603086+1 3.005865079146979+0 0.000000000000000+0
      1352 2.398017696427117+1 3.004333534578907+0 0.000000000000000+0
      1353 2.296558317725648+1 3.005862973539170+0 0.000000000000000+0
      1354 2.194604407494650+1 3.001585468298571+0 0.000000000000000+0
      1355 2.092747861473315+1 3.004061848043006+0 0.000000000000000+0
      1356 1.990547530548687+1 3.003197320984470+0 0.000000000000000+0
      1357 1.889016865912135+1 2.950291227994614+0 0.000000000000000+0
      1358 1.787087067064950+1 2.952299088381003+0 0.000000000000000+0
      1359 1.688777120902105+1 2.794985191448250+0 0.000000000000000+0
      1360 1.591778867530627+1 2.735948831627334+0 0.000000000000000+0
      1361 1.494392935026606+1 2.763166946216406+0 0.000000000000000+0
      1362 1.397889735009040+1 2.814131534475417+0 0.000000000000000+0
      1363 1.298702222875171+1 2.864833097726344+0 0.000000000000000+0
      1364 1.199474561287089+1 2.946222474866375+0 0.000000000000000+0
      1365 1.099436808965803+1 3.015071970262770+0 0.000000000000000+0
      1366 9.985393716213387+0 3.010714663666204+0 0.000000000000000+0
      1367 8.967927185079539+0 3.026610462507767+0 0.000000000000000+0
      1368 7.970981929075686+0 3.020511719346571+0 0.000000000000000+0
      1369 6.973870768354376+0 3.017425596189778+0 0.000000000000000+0
      1370 5.975067244493678+0 3.007652942103997+0 0.000000000000000+0
      1371 4.970511614970080+0 3.008996343327820+0 0.000000000000000+0
      1372 3.980185748334146+0 3.001008750290337+0 0.000000000000000+0
      1373 2.989289160368281+0 2.999993161326182+0 0.000000000000000+0
      1374 4.543819831794942+0 2.630406522460056+1 0.000000000000000+0
      1375 3.822973350513983+0 2.613939842032392+1 0.000000000000000+0
      1376 9.496557147252283+0 2.819650826190374+1 0.000000000000000+0
      1377 7.942745968159414+0 2.700600548784449+1 0.000000000000000+0
      1378 6.929820286722308+0 2.679086808243725+1 0.000000000000000+0
      1379 5.798989656359736+0 2.655546325938684+1 0.000000000000000+0
      1380 4.828173768792076+0 2.699497529897533+1 0.000000000000000+0
      1381 3.877081012765902+0 2.704196583934057+1 0.000000000000000+0
      1382 2.935320724539954+0 2.597294457645893+1 0.000000000000000+0
      1383 2.928574140580299+0 2.700993605578672+1 0.000000000000000+0
      1384 2.638101336590299+0 2.402139629219634+1 0.000000000000000+0
      1385 3.063139366739366+0 2.485791075881428+1 0.000000000000000+0
      1386 4.074095648792670+0 2.527036381947200+1 0.000000000000000+0
      1387 4.990667142617566+0 2.575376897269371+1 0.000000000000000+0
      1388 8.862170269547182+0 2.721826373058771+1 0.000000000000000+0
      1389 9.694959228393309+0 2.748853530780266+1 0.000000000000000+0
      1390 1.039753835057900+1 2.795488556813455+1 0.000000000000000+0
      1391 2.569525396147756+1 2.699283676881400+1 0.000000000000000+0
      1392 1.873281591136271+1 5.756801809835466+0 0.000000000000000+0
      1393 1.914179601911588+1 6.661571464589430+0 0.000000000000000+0
      1394 1.951998073611483+1 7.575288632427876+0 0.000000000000000+0
      1395 1.989399701644347+1 8.490097249191466+0 0.000000000000000+0
      1396 2.023603549143226+1 9.417968718047032+0 0.000000000000000+0
      1397 2.056605023522129+1 1.036065353640042+1 0.000000000000000+0
      1398 2.087134244704967+1 1.131536340939067+1 0.000000000000000+0
      1399 2.112157630172674+1 1.229125599199481+1 0.000000000000000+0
      1400 2.136699059830554+1 1.324543388770778+1 0.000000000000000+0
      1401 2.164216119745109+1 1.419107674517161+1 0.000000000000000+0
      1402 2.196667048838551+1 1.512312384423946+1 0.000000000000000+0
      1403 2.229966890597605+1 1.605539507540773+1 0.000000000000000+0
      1404 2.264812287056016+1 1.698647428229671+1 0.000000000000000+0
      1405 2.283682377532401+1 1.793570878569161+1 0.000000000000000+0
      1406 2.304791999879403+1 1.882182214119565+1 0.000000000000000+0
      1407 2.348969383994985+1 1.963126223114069+1 0.000000000000000+0
      1408 2.375450411890216+1 2.058622362400154+1 0.000000000000000+0
      1409 2.395627554681399+1 2.153352404232547+1 0.000000000000000+0
      1410 2.413809648715905+1 2.245578442560633+1 0.000000000000000+0
      1411 2.433597722988184+1 2.330647719503671+1 0.000000000000000+0
      1412 2.504899007338028+1 2.481783554984127+1 0.000000000000000+0
      1413 2.502752055162647+1 2.569937399898252+1 0.000000000000000+0
      1414 2.503658048946944+1 2.645388848048988+1 0.000000000000000+0
      1415 1.781262977523721+1 6.245697631932436+0 0.000000000000000+0
      1416 1.689772954097304+1 6.674740356147820+0 0.000000000000000+0
      1417 1.597995325365108+1 7.093146493262224+0 0.000000000000000+0
      1418 1.508192890146844+1 7.571458897698758+0 0.000000000000000+0
      1419 1.420676811652257+1 8.130469907580792+0 0.000000000000000+0
      1420 1.335999368313257+1 8.708424123764093+0 0.000000000000000+0
      1421 1.252677866811647+1 9.300989782841254+0 0.000000000000000+0
      1422 1.166017979118827+1 9.925649893960985+0 0.000000000000000+0
      1423 1.079552043634045+1 1.058610968313278+1 0.000000000000000+0
      1424 9.941297474219763+0 1.127219467970190+1 0.000000000000000+0
      1425 9.106788720850640+0 1.201618071238473+1 0.000000000000000+0
      1426 8.489515563802120+0 1.293315598488834+1 0.000000000000000+0
      1427 7.932002480483150+0 1.386262390159861+1 0.000000000000000+0
      1428 7.416823802366258+0 1.478454800243555+1 0.000000000000000+0
      1429 6.905333308349610+0 1.567938341833130+1 0.000000000000000+0
      1430 2.891474207074191+0 2.315386259358628+1 0.000000000000000+0
      1431 3.561615566544582+0 2.274189718190826+1 0.000000000000000+0
      1432 3.688381447410236+0 2.194560902155744+1 0.000000000000000+0
      1433 3.880797542497817+0 2.093771646794964+1 0.000000000000000+0
      1434 4.485652729132337+0 2.004115802448639+1 0.000000000000000+0
      1435 4.970242043959830+0 1.916404968201735+1 0.000000000000000+0
      1436 5.468843126746838+0 1.833175477892123+1 0.000000000000000+0
      1437 5.927973748541740+0 1.744284953650856+1 0.000000000000000+0
      1438 6.384238363602570+0 1.654289789333793+1 0.000000000000000+0
      1439 2.699317670859111+1 2.998500314978052+0 0.000000000000000+0
      1440 2.699283328803325+1 3.999616643328015+0 0.000000000000000+0
      1441 2.699279744000001+1 4.999956132136156+0 0.000000000000000+0
      1442 2.698482258250580+1 6.007005186767356+0 0.000000000000000+0
      1443 2.698584181477456+1 7.009018300749972+0 0.000000000000000+0
      1444 2.700266039597661+1 8.009480154422970+0 0.000000000000000+0
      1445 2.702231863818478+1 9.011309650344076+0 0.000000000000000+0
      1446 2.702945151352350+1 1.000520393485716+1 0.000000000000000+0
      1447 2.701608543847403+1 1.099637085180884+1 0.000000000000000+0
      1448 2.699881988608699+1 1.199907489537587+1 0.000000000000000+0
      1449 2.697709842586596+1 1.299577730159274+1 0.000000000000000+0
      1450 2.694948909900034+1 1.400621962274910+1 0.000000000000000+0
      1451 2.697208122008664+1 1.501969905328680+1 0.000000000000000+0
      1452 2.696622586619009+1 1.602777555714738+1 0.000000000000000+0
      1453 2.692146938036378+1 1.703640679054221+1 0.000000000000000+0
      1454 2.685234142334548+1 1.804917391567180+1 0.000000000000000+0
      1455 2.681520531211543+1 1.906669418381572+1 0.000000000000000+0
      1456 2.687078656519742+1 2.007492497794383+1 0.000000000000000+0
      1457 2.692845937015755+1 2.108148783731548+1 0.000000000000000+0
      1458 2.697215526689839+1 2.206519512304511+1 0.000000000000000+0
      1459 2.703559715316935+1 2.304315379824404+1 0.000000000000000+0
      1460 2.704276320716404+1 2.401327989683970+1 0.000000000000000+0
      1461 2.699114260647640+1 2.497956812881942+1 0.000000000000000+0
      1462 2.692894927652364+1 2.597961354432700+1 0.000000000000000+0
      1463 2.683346221128246+1 2.699454780275950+1 0.000000000000000+0
      1464 2.687254129980818+1 2.801897049502765+1 0.000000000000000+0
      1465 2.583450177559444+1 2.807410474102336+1 0.000000000000000+0
      1466 1.110297136949199+1 2.824620715078838+1 0.000000000000000+0
      1467 8.755623463609503+0 2.812037407150314+1 0.000000000000000+0
      1468 7.865771099762466+0 2.799392753225115+1 0.000000000000000+0
      1469 6.899821226927986+0 2.787316894905668+1 0.000000000000000+0
      1470 5.888711532477656+0 2.779510093383672+1 0.000000000000000+0
      1471 4.907791234539610+0 2.795231861484288+1 0.000000000000000+0
      1472 3.925438880853570+0 2.800660803497213+1 0.000000000000000+0
      1473 2.953040668775411+0 2.801623491006320+1 0.000000000000000+0
      1474 2.699435833888474+1 1.999991587606598+0 0.000000000000000+0
      1475 2.599410616720531+1 1.999991567845724+0 0.000000000000000+0
      1476 2.499395833888475+1 1.999991587606598+0 0.000000000000000+0
      1477 2.399370616720531+1 1.999991567845724+0 0.000000000000000+0
      1478 2.298459585501703+1 2.002793811035320+0 0.000000000000000+0
      1479 2.196847887317251+1 2.003370544398056+0 0.000000000000000+0
      1480 2.095932193525891+1 1.999655303871850+0 0.000000000000000+0
      1481 1.994682833554260+1 1.995737012681046+0 0.000000000000000+0
      1482 1.894416579118923+1 1.965143541295860+0 0.000000000000000+0
      1483 1.794495138616911+1 1.946897169348761+0 0.000000000000000+0
      1484 1.694337755334543+1 1.876847015823938+0 0.000000000000000+0
      1485 1.595164912305230+1 1.841196473523716+0 0.000000000000000+0
      1486 1.497008536511689+1 1.844283422282340+0 0.000000000000000+0
      1487 1.398341910274685+1 1.877163729609543+0 0.000000000000000+0
      1488 1.299086473859401+1 1.908790933057077+0 0.000000000000000+0
      1489 1.199444140394446+1 1.952907455730876+0 0.000000000000000+0
      1490 1.099358334019152+1 2.003245004216945+0 0.000000000000000+0
      1491 9.988212808375033+0 2.006954718907041+0 0.000000000000000+0
      1492 8.987470462854755+0 2.001233003681597+0 0.000000000000000+0
      1493 7.984158301423614+0 2.008159556751520+0 0.000000000000000+0
      1494 6.980988505875682+0 2.012894448278262+0 0.000000000000000+0
      1495 5.980193789643634+0 2.011737525316673+0 0.000000000000000+0
      1496 4.980746110095906+0 2.007471141933815+0 0.000000000000000+0
      1497 3.989848027193158+0 1.999991993617474+0 0.000000000000000+0
      1498 2.990353897529261+0 1.999993812703887+0 0.000000000000000+0
      1499 1.991951040563348+0 1.997911086927770+0 0.000000000000000+0
      1500 1.991184279827063+0 2.997871801795445+0 0.000000000000000+0
      1501 1.990942205162512+0 3.997873869216490+0 0.000000000000000+0
      1502 1.990910131336314+0 4.998007685560040+0 0.000000000000000+0
      1503 1.979482409280867+0 5.996750935230974+0 0.000000000000000+0
      1504 1.975140939069063+0 6.987506504516104+0 0.000000000000000+0
      1505 1.991791260982010+0 7.985872411608608+0 0.000000000000000+0
      1506 1.998071576728612+0 8.978508823054071+0 0.000000000000000+0
      1507 2.024394577238381+0 9.956339421408558+0 0.000000000000000+0
      1508 2.015184640688885+0 1.094281622736599+1 0.000000000000000+0
      1509 1.997889758350779+0 1.192378845195439+1 0.000000000000000+0
      1510 2.033060021538363+0 1.290204848222549+1 0.000000000000000+0
      1511 2.033662129357127+0 1.389624481322377+1 0.000000000000000+0
      1512 2.066098385733705+0 1.489585562767105+1 0.000000000000000+0
      1513 2.132082659492809+0 1.591550381799259+1 0.000000000000000+0
      1514 2.116221932887049+0 1.696431859156746+1 0.000000000000000+0
      1515 2.111084090358705+0 1.801981453568286+1 0.000000000000000+0
      1516 1.978919038160673+0 1.904165733993389+1 0.000000000000000+0
      1517 1.895118636345014+0 2.005159833084701+1 0.000000000000000+0
      1518 1.902543567341389+0 2.104562882262342+1 0.000000000000000+0
      1519 1.885067380471508+0 2.204868648948120+1 0.000000000000000+0
      1520 1.900765678823405+0 2.305745574290469+1 0.000000000000000+0
      1521 1.846746914665163+0 2.402986063556237+1 0.000000000000000+0
      1522 1.983871376563814+0 2.498495292791460+1 0.000000000000000+0
      1523 1.964541565077879+0 2.599575219660329+1 0.000000000000000+0
      1524 1.958234553474649+0 2.700998195331048+1 0.000000000000000+0
      1525 1.974620135618803+0 2.802128928708626+1 0.000000000000000+0
      1526 3.623930656008716+0 2.392671823233582+1 0.000000000000000+0
      1527 4.487735390566957+0 2.441686361042771+1 0.000000000000000+0
      1528 5.371227009174226+0 2.488294988047333+1 0.000000000000000+0
      1529 6.242595849678286+0 2.542289534388322+1 0.000000000000000+0
      1530 7.215745175178096+0 2.575865487470841+1 0.000000000000000+0
      1531 8.179151502463410+0 2.604040419571289+1 0.000000000000000+0
      1532 9.119913951648948+0 2.633128528401376+1 0.000000000000000+0
      1533 1.002130724511388+1 2.667755173457941+1 0.000000000000000+0
      1534 1.090447093608245+1 2.715383900637519+1 0.000000000000000+0
      1535 1.183243773842905+1 2.775644252478888+1 0.000000000000000+0
      1536 1.291401531127058+1 2.793967172107674+1 0.000000000000000+0
      1537 1.388984148180760+1 2.810292686335875+1 0.000000000000000+0
      1538 1.476792365867579+1 2.824162132574271+1 0.000000000000000+0
      1539 1.549832370260437+1 2.833024483683506+1 0.000000000000000+0
      1540 1.823481700535589+1 7.078227326894466+0 0.000000000000000+0
      1541 1.861281924380406+1 7.950179975516358+0 0.000000000000000+0
      1542 1.896408931112517+1 8.841962206079398+0 0.000000000000000+0
      1543 1.929556340524754+1 9.753717243216053+0 0.000000000000000+0
      1544 1.960802177927778+1 1.068727326979757+1 0.000000000000000+0
      1545 1.990429657660528+1 1.163329431033145+1 0.000000000000000+0
      1546 2.016824256982692+1 1.258717037068226+1 0.000000000000000+0
      1547 2.043454743741290+1 1.354233696899817+1 0.000000000000000+0
      1548 2.071266800304078+1 1.448524789769446+1 0.000000000000000+0
      1549 2.102209071148473+1 1.541305622926253+1 0.000000000000000+0
      1550 2.133307295168515+1 1.633821160127949+1 0.000000000000000+0
      1551 2.162956601223088+1 1.726289185042303+1 0.000000000000000+0
      1552 2.187859072166684+1 1.819308611815161+1 0.000000000000000+0
      1553 2.214857804293171+1 1.910657049539195+1 0.000000000000000+0
      1554 2.248344334280223+1 1.998977088895771+1 0.000000000000000+0
      1555 2.276324618640868+1 2.091790765658675+1 0.000000000000000+0
      1556 2.300656556461058+1 2.184451915295229+1 0.000000000000000+0
      1557 2.324675271568356+1 2.277852784443140+1 0.000000000000000+0
      1558 2.352994166606905+1 2.371151930510202+1 0.000000000000000+0
      1559 2.400192667379852+1 2.467161093412390+1 0.000000000000000+0
      1560 2.410060347084975+1 2.568685552487648+1 0.000000000000000+0
      1561 2.427482937611858+1 2.659250195673215+1 0.000000000000000+0
      1562 2.465970514048720+1 2.740049269157524+1 0.000000000000000+0
      1563 2.485304816685354+1 2.829362168941816+1 0.000000000000000+0
      1564 1.731766906002126+1 7.479876059598136+0 0.000000000000000+0
      1565 1.641731969447397+1 7.865173727624454+0 0.000000000000000+0
      1566 1.557145255591048+1 8.375273958931922+0 0.000000000000000+0
      1567 1.474147193329753+1 8.935216917889468+0 0.000000000000000+0
      1568 1.392282298220652+1 9.517097229799917+0 0.000000000000000+0
      1569 1.310515586150152+1 1.010793652570780+1 0.000000000000000+0
      1570 1.227682057692955+1 1.071911681613888+1 0.000000000000000+0
      1571 1.145559120694427+1 1.134608537605026+1 0.000000000000000+0
      1572 1.063844193294749+1 1.198783052429163+1 0.000000000000000+0
      1573 9.876951022511994+0 1.269081279661128+1 0.000000000000000+0
      1574 9.277105403361841+0 1.353446830520060+1 0.000000000000000+0
      1575 8.746477713206215+0 1.442129321746879+1 0.000000000000000+0
      1576 8.241929230717306+0 1.530457008111408+1 0.000000000000000+0
      1577 7.734467908283054+0 1.618331739884749+1 0.000000000000000+0
      1578 7.242358030359942+0 1.704758323537292+1 0.000000000000000+0
      1579 6.756321772036802+0 1.792200500120200+1 0.000000000000000+0
      1580 6.282623631443510+0 1.879693775274192+1 0.000000000000000+0
      1581 5.783257083002102+0 1.965394110160237+1 0.000000000000000+0
      1582 5.297580223374212+0 2.051393464163527+1 0.000000000000000+0
      1583 4.154347528716958+0 2.315624682120912+1 0.000000000000000+0
      1584 4.445274956798868+0 2.229481126403611+1 0.000000000000000+0
      1585 4.800989262125502+0 2.137867233861480+1 0.000000000000000+0
      1586 1.993403856714289+0 9.999987220730857-1 0.000000000000000+0
      1587 2.992394890283285+0 9.999960104228608-1 0.000000000000000+0
      1588 3.992161999379557+0 9.999947493696480-1 0.000000000000000+0
      1589 4.992323928372280+0 9.999945593552498-1 0.000000000000000+0
      1590 5.992470352482710+0 9.999944481811196-1 0.000000000000000+0
      1591 6.992723928372280+0 9.999945593552498-1 0.000000000000000+0
      1592 7.992870352482710+0 9.999944481811196-1 0.000000000000000+0
      1593 8.993123928372279+0 9.999945593552498-1 0.000000000000000+0
      1594 9.991264535354201+0 1.004122091740263+0 0.000000000000000+0
      1595 1.099177969078942+1 1.000865251043520+0 0.000000000000000+0
      1596 1.199143331284481+1 9.737734243514000-1 0.000000000000000+0
      1597 1.299051679458537+1 9.552026273837672-1 0.000000000000000+0
      1598 1.398849885088992+1 9.365100870403632-1 0.000000000000000+0
      1599 1.498566172351382+1 9.217123328477179-1 0.000000000000000+0
      1600 1.598404362478163+1 9.256965833421051-1 0.000000000000000+0
      1601 1.697955031797946+1 9.373336836752943-1 0.000000000000000+0
      1602 1.798007118991922+1 9.674676041665345-1 0.000000000000000+0
      1603 1.897258116388685+1 9.827838778313028-1 0.000000000000000+0
      1604 1.997755939850288+1 9.950302826535941-1 0.000000000000000+0
      1605 2.098674769831882+1 9.942383879641437-1 0.000000000000000+0
      1606 2.198535487524658+1 1.000326215113868+0 0.000000000000000+0
      1607 2.299592392837228+1 9.999945593552498-1 0.000000000000000+0
      1608 2.399607035248271+1 9.999944481811196-1 0.000000000000000+0
      1609 2.499632392837228+1 9.999945593552498-1 0.000000000000000+0
      1610 2.599647035248271+1 9.999944481811196-1 0.000000000000000+0
      1611 2.699672392837228+1 9.999945593552498-1 0.000000000000000+0
      1612 1.792946094477719+1 2.892630370177277+1 0.000000000000000+0
      1613 1.699418355510578+1 2.906570087324480+1 0.000000000000000+0
      1614 1.598365124890677+1 2.895497854198664+1 0.000000000000000+0
      1615 1.493723384339495+1 2.907392086699340+1 0.000000000000000+0
      1616 1.393990129202066+1 2.904412582339736+1 0.000000000000000+0
      1617 1.294537767228389+1 2.897753464069498+1 0.000000000000000+0
      1618 1.193928279608467+1 2.892083083881914+1 0.000000000000000+0
      1619 1.097810659319563+1 2.904494199297706+1 0.000000000000000+0
      1620 9.966141121580948+0 2.888270702938331+1 0.000000000000000+0
      1621 8.923556180025029+0 2.901493086358418+1 0.000000000000000+0
      1622 7.929511275504320+0 2.899057538279461+1 0.000000000000000+0
      1623 6.944130666699388+0 2.895036422684714+1 0.000000000000000+0
      1624 5.940909439143832+0 2.891867995894584+1 0.000000000000000+0
      1625 4.949825531386392+0 2.896877450848392+1 0.000000000000000+0
      1626 3.956669850563144+0 2.899484789215424+1 0.000000000000000+0
      1627 2.968191577010394+0 2.899916352413218+1 0.000000000000000+0
      1628 1.981315291706377+0 2.900664885791059+1 0.000000000000000+0
      1629 9.959311883533688-1 9.971993597957304-1 0.000000000000000+0
      1630 9.953181963359397-1 1.997399359795856+0 0.000000000000000+0
      1631 9.949040709235856-1 2.997599359795941+0 0.000000000000000+0
      1632 9.947711685201678-1 3.997799359795967+0 0.000000000000000+0
      1633 9.947544493827261-1 4.997999359795970+0 0.000000000000000+0
      1634 9.947544493827261-1 5.998199359795970+0 0.000000000000000+0
      1635 9.947544493827261-1 6.998399359795970+0 0.000000000000000+0
      1636 1.004623511783489+0 7.992932739554254+0 0.000000000000000+0
      1637 1.019525492831061+0 8.990351632714201+0 0.000000000000000+0
      1638 1.028068006241242+0 9.983782609179086+0 0.000000000000000+0
      1639 1.011768919579464+0 1.097658407936922+1 0.000000000000000+0
      1640 1.006414822440644+0 1.197042126381169+1 0.000000000000000+0
      1641 1.019477305061517+0 1.295750607863681+1 0.000000000000000+0
      1642 1.014142529093538+0 1.395557126498793+1 0.000000000000000+0
      1643 1.028851293376987+0 1.495486056140989+1 0.000000000000000+0
      1644 1.057507627027497+0 1.596710739042424+1 0.000000000000000+0
      1645 1.053932598193966+0 1.698775355593986+1 0.000000000000000+0
      1646 1.043596842027490+0 1.800693762846116+1 0.000000000000000+0
      1647 9.915854923434239-1 1.901905922234026+1 0.000000000000000+0
      1648 9.569359894769367-1 2.002057955536214+1 0.000000000000000+0
      1649 9.595347893849576-1 2.103131141398472+1 0.000000000000000+0
      1650 9.401613073173960-1 2.202829108520716+1 0.000000000000000+0
      1651 9.388270558746406-1 2.302033677253958+1 0.000000000000000+0
      1652 9.388843441566921-1 2.401440113593684+1 0.000000000000000+0
      1653 9.805572926855552-1 2.499675958126485+1 0.000000000000000+0
      1654 9.835952798506643-1 2.599474355375586+1 0.000000000000000+0
      1655 9.782322472698539-1 2.700692806378280+1 0.000000000000000+0
      1656 9.875929836721783-1 2.801471861730573+1 0.000000000000000+0
      1657 9.880302330306122-1 2.900095725144680+1 0.000000000000000+0
      1658 4.900528958350420+0 2.357322588084489+1 0.000000000000000+0
      1659 5.738834835884634+0 2.397588911210458+1 0.000000000000000+0
      1660 6.610153665026076+0 2.439462240589632+1 0.000000000000000+0
      1661 7.548653559385150+0 2.475676262160863+1 0.000000000000000+0
      1662 8.481627199351028+0 2.508403212252937+1 0.000000000000000+0
      1663 9.406106248803255+0 2.541067617796342+1 0.000000000000000+0
      1664 1.032672370317874+1 2.578422058255850+1 0.000000000000000+0
      1665 1.123365961306323+1 2.619907727542738+1 0.000000000000000+0
      1666 1.214539102258617+1 2.662752227710632+1 0.000000000000000+0
      1667 1.309706944849513+1 2.692496333085452+1 0.000000000000000+0
      1668 1.402998787567497+1 2.719111174652944+1 0.000000000000000+0
      1669 1.490553930663272+1 2.743616104096050+1 0.000000000000000+0
      1670 1.573751977549714+1 2.770650491324618+1 0.000000000000000+0
      1671 1.642872174207738+1 2.809266829888123+1 0.000000000000000+0
      1672 1.712801630621332+1 2.826513343457256+1 0.000000000000000+0
      1673 1.885285955469740+1 2.906804050120226+1 0.000000000000000+0
      1674 1.973344054280278+1 2.925201941205354+1 0.000000000000000+0
      1675 2.048907814603485+1 2.932289859951364+1 0.000000000000000+0
      1676 2.792300374727660+1 2.800188132048427+1 0.000000000000000+0
      1677 2.789523791357036+1 2.699677536418709+1 0.000000000000000+0
      1678 2.793175438765524+1 2.599188221579164+1 0.000000000000000+0
      1679 2.796923456293889+1 2.499402728715616+1 0.000000000000000+0
      1680 2.800268448143308+1 2.399796332517934+1 0.000000000000000+0
      1681 2.799797058119281+1 2.301231111211420+1 0.000000000000000+0
      1682 2.796173762124854+1 2.203486707019869+1 0.000000000000000+0
      1683 2.793412859909154+1 2.104297664867831+1 0.000000000000000+0
      1684 2.790118364997505+1 2.004652843343929+1 0.000000000000000+0
      1685 2.787775663467957+1 1.904504476657323+1 0.000000000000000+0
      1686 2.790036538129098+1 1.803850593258446+1 0.000000000000000+0
      1687 2.794013471223744+1 1.703154752376838+1 0.000000000000000+0
